ID,Campaign,Age,Age_Group,Education,Marital_Status,Income,Total_Spent,Response,Recency,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,NumDealsPurchases,Kidhome,Teenhome,Conversion_Status,Spending_Category,Income_Segment
3174,Campaign_B,65,Senior,Graduation,Partner,87771.0,1957,1,61,5,10,4,6,1,0,1,Converted,High,High
7685,Campaign_B,46,Middle-Aged,Graduation,Partner,33039.0,78,0,4,2,0,4,5,1,1,0,Not Converted,Very Low,Medium
3179,Campaign_A,44,Middle-Aged,Graduation,Single,81741.0,1572,0,75,6,6,7,2,0,0,0,Not Converted,High,High
9780,Campaign_A,53,Middle-Aged,Master,Partner,71499.0,795,0,12,8,3,13,4,2,0,1,Not Converted,Medium,High
10681,Campaign_A,54,Middle-Aged,2n Cycle,Partner,62466.0,889,0,13,6,3,12,4,5,0,1,Not Converted,Medium,High
10232,Campaign_B,61,Senior,PhD,Single,48799.0,331,0,9,3,2,7,3,3,0,1,Not Converted,Low,Medium
4184,Campaign_B,74,Senior,PhD,Partner,52157.0,265,0,48,3,2,5,4,2,0,1,Not Converted,Low,Medium
9120,Campaign_B,62,Senior,Graduation,Single,66565.0,1065,0,80,4,2,9,8,4,0,1,Not Converted,High,High
891,Campaign_B,73,Senior,Master,Partner,29298.0,11,0,60,1,0,2,5,1,1,1,Not Converted,Very Low,Low
10381,Campaign_A,45,Middle-Aged,Graduation,Single,47691.0,21,0,43,1,0,2,6,1,0,1,Not Converted,Very Low,Medium
3525,Campaign_A,54,Middle-Aged,Graduation,Partner,38200.0,17,0,19,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
6818,Campaign_B,50,Middle-Aged,Graduation,Partner,44989.0,369,0,26,5,1,5,6,5,0,1,Not Converted,Low,Medium
3526,Campaign_A,56,Senior,PhD,Partner,38443.0,38,0,58,1,0,3,7,2,1,1,Not Converted,Very Low,Medium
8181,Campaign_A,46,Middle-Aged,2n Cycle,Single,38593.0,177,0,42,4,1,3,8,3,1,0,Not Converted,Low,Medium
1029,Campaign_B,54,Middle-Aged,PhD,Partner,64413.0,279,0,27,5,1,5,5,1,0,1,Not Converted,Low,High
7369,Campaign_A,43,Middle-Aged,Master,Partner,36959.0,62,0,56,2,0,3,8,2,1,0,Not Converted,Very Low,Medium
2574,Campaign_B,47,Middle-Aged,PhD,Partner,61996.0,1230,1,27,6,4,8,5,3,0,1,Converted,High,High
8159,Campaign_A,56,Senior,Graduation,Partner,51287.0,182,0,10,4,1,3,7,3,1,1,Not Converted,Low,Medium
1160,Campaign_B,54,Middle-Aged,Graduation,Partner,13260.0,49,0,48,3,0,3,8,4,1,1,Not Converted,Very Low,Low
10242,Campaign_B,58,Senior,PhD,Partner,47472.0,75,0,39,2,0,4,5,2,1,1,Not Converted,Very Low,Medium
5253,Campaign_B,68,Senior,Master,Partner,54603.0,227,0,85,4,2,4,7,6,1,1,Not Converted,Low,Medium
5966,Campaign_B,50,Middle-Aged,PhD,Partner,45207.0,215,0,64,3,1,6,6,5,1,1,Not Converted,Low,Medium
5314,Campaign_A,73,Senior,Graduation,Partner,40689.0,444,0,69,7,1,5,8,7,0,1,Not Converted,Low,Medium
5081,Campaign_B,57,Senior,2n Cycle,Partner,47821.0,47,0,54,1,0,3,8,1,1,1,Not Converted,Very Low,Medium
5123,Campaign_B,73,Senior,Master,Partner,27450.0,143,0,57,2,1,3,7,1,0,0,Not Converted,Low,Low
5756,Campaign_B,41,Middle-Aged,Graduation,Partner,39453.0,55,0,64,2,0,3,6,2,1,0,Not Converted,Very Low,Medium
8036,Campaign_A,53,Middle-Aged,2n Cycle,Partner,26850.0,63,0,10,2,1,4,4,4,1,1,Not Converted,Very Low,Low
9058,Campaign_B,69,Senior,Graduation,Single,79800.0,1867,1,65,5,11,5,3,1,0,0,Converted,High,High
5057,Campaign_A,63,Senior,Master,Partner,61794.0,611,0,74,4,4,10,2,2,0,1,Not Converted,Medium,High
254,Campaign_B,69,Senior,Graduation,Partner,53863.0,473,0,4,7,1,7,7,3,0,1,Not Converted,Low,Medium
4179,Campaign_A,65,Senior,Graduation,Partner,24221.0,55,0,94,1,1,3,4,1,0,0,Not Converted,Very Low,Low
3710,Campaign_A,40,Middle-Aged,PhD,Single,39684.0,81,1,41,2,1,2,7,2,1,0,Converted,Very Low,Medium
7627,Campaign_B,49,Middle-Aged,Master,Partner,92163.0,2086,1,25,5,11,5,2,0,0,0,Converted,High,Very High
4501,Campaign_A,59,Senior,Master,Single,69882.0,1478,0,94,3,7,9,1,1,0,0,Not Converted,High,High
6424,Campaign_B,47,Middle-Aged,Graduation,Partner,33178.0,49,0,9,1,0,3,4,1,1,0,Not Converted,Very Low,Medium
3075,Campaign_B,52,Middle-Aged,PhD,Partner,59973.0,382,0,47,3,4,7,1,1,0,0,Not Converted,Low,Medium
4992,Campaign_B,49,Middle-Aged,Master,Partner,17459.0,69,1,12,3,1,2,7,3,1,0,Converted,Very Low,Low
5252,Campaign_A,55,Middle-Aged,Graduation,Single,23910.0,67,0,80,2,0,3,7,1,1,0,Not Converted,Very Low,Low
7444,Campaign_A,55,Middle-Aged,Master,Partner,42169.0,30,0,20,1,0,3,8,2,1,1,Not Converted,Very Low,Medium
6919,Campaign_B,46,Middle-Aged,2n Cycle,Partner,26224.0,63,0,39,2,1,3,6,3,1,0,Not Converted,Very Low,Low
3537,Campaign_B,43,Middle-Aged,Graduation,Partner,31089.0,79,0,57,3,0,4,8,3,1,0,Not Converted,Very Low,Medium
10277,Campaign_A,63,Senior,Graduation,Single,30081.0,42,0,27,1,0,3,7,1,0,1,Not Converted,Very Low,Medium
2453,Campaign_B,64,Senior,Graduation,Partner,62807.0,819,0,83,5,3,12,5,3,0,1,Not Converted,Medium,High
7972,Campaign_B,69,Senior,Graduation,Single,72906.0,1151,0,79,3,4,9,1,1,0,0,Not Converted,High,High
895,Campaign_B,76,Senior,PhD,Partner,61467.0,594,0,69,5,2,10,5,3,0,2,Not Converted,Medium,High
1177,Campaign_A,58,Senior,Master,Partner,49618.0,129,0,77,3,1,3,7,4,1,1,Not Converted,Low,Medium
7141,Campaign_A,38,Middle-Aged,Master,Single,21888.0,213,1,15,5,1,2,10,4,1,0,Converted,Low,Low
7232,Campaign_A,51,Middle-Aged,Graduation,Single,42429.0,67,0,99,1,1,3,5,2,0,1,Not Converted,Very Low,Medium
8477,Campaign_B,68,Senior,Graduation,Single,26150.0,28,0,61,1,0,3,7,1,2,1,Not Converted,Very Low,Low
2457,Campaign_B,49,Middle-Aged,Basic,Partner,30801.0,45,0,23,1,0,3,7,2,0,1,Not Converted,Very Low,Medium
988,Campaign_B,59,Senior,Graduation,Partner,81168.0,1193,0,84,6,4,7,3,1,0,0,Not Converted,High,High
7930,Campaign_A,55,Middle-Aged,Master,Single,26877.0,268,0,74,3,1,6,6,2,0,0,Not Converted,Low,Low
4587,Campaign_B,80,Senior,Master,Single,45006.0,266,0,90,3,1,7,3,1,0,0,Not Converted,Low,Medium
6682,Campaign_B,51,Middle-Aged,Basic,Partner,18978.0,37,0,41,1,0,3,8,1,1,0,Not Converted,Very Low,Low
6222,Campaign_B,57,Senior,Graduation,Partner,22574.0,37,0,28,2,0,3,7,2,2,1,Not Converted,Very Low,Low
10299,Campaign_B,55,Middle-Aged,PhD,Single,48240.0,882,1,73,6,3,13,5,3,0,0,Converted,Medium,Medium
3083,Campaign_A,50,Middle-Aged,Graduation,Partner,45837.0,373,0,88,6,2,5,7,5,1,1,Not Converted,Low,Medium
8953,Campaign_A,59,Senior,Master,Single,35791.0,35,0,94,1,0,3,8,2,2,1,Not Converted,Very Low,Medium
1503,Campaign_B,48,Middle-Aged,PhD,Partner,162397.0,107,0,31,0,0,1,1,0,1,1,Not Converted,Low,
8650,Campaign_A,46,Middle-Aged,Graduation,Single,54162.0,42,0,31,1,0,3,4,1,1,1,Not Converted,Very Low,Medium
10862,Campaign_A,64,Senior,Master,Partner,30522.0,326,0,6,1,2,9,2,5,0,1,Not Converted,Low,Medium
2782,Campaign_B,63,Senior,PhD,Partner,54456.0,404,0,23,6,1,7,6,3,0,1,Not Converted,Low,Medium
6941,Campaign_B,53,Middle-Aged,Graduation,Single,31632.0,95,0,92,2,1,2,7,1,0,0,Not Converted,Very Low,Medium
10972,Campaign_A,75,Senior,Graduation,Single,72298.0,939,0,52,4,3,6,1,1,0,0,Not Converted,Medium,High
10708,Campaign_B,46,Middle-Aged,2n Cycle,Single,36975.0,33,0,50,1,0,3,7,1,1,0,Not Converted,Very Low,Medium
6583,Campaign_A,69,Senior,2n Cycle,Partner,72635.0,981,0,54,6,8,6,3,1,0,0,Not Converted,Medium,High
3641,Campaign_B,48,Middle-Aged,Graduation,Partner,13624.0,36,0,93,2,0,3,6,2,1,0,Not Converted,Very Low,Low
10156,Campaign_A,49,Middle-Aged,Graduation,Single,84196.0,1237,0,56,8,4,7,3,1,0,1,Not Converted,High,High
4299,Campaign_B,64,Senior,Graduation,Partner,70971.0,1825,1,28,11,11,5,7,7,0,1,Converted,High,High
3469,Campaign_A,47,Middle-Aged,PhD,Single,34487.0,103,0,94,3,0,3,9,3,1,1,Not Converted,Low,Medium
5063,Campaign_A,47,Middle-Aged,Graduation,Single,28769.0,191,0,76,4,1,4,9,3,1,0,Not Converted,Low,Low
10727,Campaign_A,54,Middle-Aged,PhD,Partner,69084.0,1586,0,43,7,3,13,8,2,1,0,Not Converted,High,High
9624,Campaign_B,66,Senior,PhD,Partner,65488.0,963,0,46,3,4,6,1,1,0,0,Not Converted,Medium,High
5156,Campaign_A,54,Middle-Aged,2n Cycle,Partner,62466.0,889,0,13,6,3,12,4,5,0,1,Not Converted,Medium,High
4376,Campaign_A,64,Senior,2n Cycle,Single,32218.0,93,1,27,2,1,3,7,1,0,0,Converted,Very Low,Medium
8923,Campaign_B,51,Middle-Aged,Graduation,Single,83917.0,1587,1,12,6,7,7,3,1,0,0,Converted,High,High
8461,Campaign_B,62,Senior,Graduation,Single,46102.0,16,0,3,1,0,2,7,1,2,1,Not Converted,Very Low,Medium
6945,Campaign_A,72,Senior,Graduation,Single,84574.0,1375,0,72,9,11,11,5,1,0,0,Not Converted,High,High
944,Campaign_A,62,Senior,Graduation,Partner,56181.0,393,0,6,4,2,7,4,1,0,1,Not Converted,Low,Medium
1907,Campaign_B,74,Senior,Master,Single,63120.0,1477,1,53,8,4,9,7,5,0,1,Converted,High,High
701,Campaign_B,53,Middle-Aged,Graduation,Partner,73691.0,1179,0,58,6,2,8,2,2,0,1,Not Converted,High,High
3856,Campaign_B,64,Senior,Graduation,Partner,63381.0,1005,0,78,4,5,13,2,4,0,1,Not Converted,High,High
4149,Campaign_B,76,Senior,PhD,Partner,76140.0,1348,0,57,5,9,6,2,1,0,0,Not Converted,High,High
2131,Campaign_B,65,Senior,PhD,Single,62859.0,1307,0,37,9,4,6,6,4,0,1,Not Converted,High,High
2942,Campaign_A,60,Senior,Graduation,Single,45906.0,486,0,20,5,4,4,5,2,0,1,Not Converted,Low,Medium
1173,Campaign_B,77,Senior,Master,Partner,77632.0,2252,1,73,4,2,6,2,1,0,0,Converted,High,High
4381,Campaign_A,53,Middle-Aged,PhD,Partner,46463.0,235,0,56,3,1,6,6,7,1,1,Not Converted,Low,Medium
4611,Campaign_A,54,Middle-Aged,Graduation,Partner,105471.0,1724,1,36,9,8,13,3,0,0,0,Converted,High,Very High
3376,Campaign_A,54,Middle-Aged,Master,Single,55282.0,235,0,9,3,1,6,4,1,1,0,Not Converted,Low,Medium
4679,Campaign_B,47,Middle-Aged,Master,Partner,78710.0,1092,0,42,7,6,12,4,3,0,1,Not Converted,High,High
10928,Campaign_A,66,Senior,Graduation,Partner,66886.0,599,0,28,7,1,7,5,2,0,1,Not Converted,Medium,High
4248,Campaign_A,64,Senior,Master,Single,98777.0,2008,0,23,4,6,9,1,0,0,0,Not Converted,High,Very High
6728,Campaign_B,39,Middle-Aged,Graduation,Partner,29103.0,48,0,38,1,0,3,9,2,1,0,Not Converted,Very Low,Low
6661,Campaign_A,50,Middle-Aged,Graduation,Partner,67445.0,1174,0,63,9,6,12,6,5,0,1,Not Converted,High,High
4725,Campaign_A,74,Senior,PhD,Partner,50616.0,67,0,71,1,1,4,2,1,0,1,Not Converted,Very Low,Medium
3277,Campaign_B,69,Senior,Graduation,Single,49431.0,365,0,9,7,1,5,8,2,0,1,Not Converted,Low,Medium
5555,Campaign_A,49,Middle-Aged,Graduation,Single,153924.0,6,0,81,0,0,0,0,0,0,0,Not Converted,Very Low,
2564,Campaign_A,71,Senior,Graduation,Partner,61278.0,165,0,87,3,1,4,6,2,0,1,Not Converted,Low,High
946,Campaign_A,66,Senior,2n Cycle,Partner,26490.0,210,0,92,3,1,5,6,2,0,0,Not Converted,Low,Low
3867,Campaign_B,77,Senior,PhD,Partner,73059.0,1095,0,36,9,3,13,4,1,0,1,Not Converted,High,High
6940,Campaign_B,58,Senior,PhD,Single,46734.0,223,0,86,3,2,3,6,4,1,2,Not Converted,Low,Medium
55,Campaign_B,61,Senior,Graduation,Partner,56253.0,597,0,83,7,2,9,6,4,0,1,Not Converted,Medium,Medium
7093,Campaign_A,39,Middle-Aged,Graduation,Partner,19986.0,22,0,74,0,0,3,7,1,1,0,Not Converted,Very Low,Low
5084,Campaign_A,49,Middle-Aged,Graduation,Single,58330.0,1064,0,87,6,4,13,4,1,0,1,Not Converted,High,Medium
1777,Campaign_B,44,Middle-Aged,Basic,Partner,25965.0,74,0,29,2,0,3,8,1,0,0,Not Converted,Very Low,Low
8162,Campaign_A,68,Senior,Master,Partner,14661.0,26,0,88,1,0,3,6,1,0,0,Not Converted,Very Low,Low
10826,Campaign_A,65,Senior,Graduation,Partner,18690.0,60,0,77,1,1,2,8,1,0,0,Not Converted,Very Low,Low
8754,Campaign_B,50,Middle-Aged,PhD,Partner,45068.0,20,0,25,1,0,2,7,1,0,1,Not Converted,Very Low,Medium
1987,Campaign_B,37,Middle-Aged,Basic,Single,21063.0,59,0,34,2,0,3,6,2,1,0,Not Converted,Very Low,Low
11007,Campaign_A,56,Senior,PhD,Partner,29187.0,34,0,43,1,0,3,8,1,1,0,Not Converted,Very Low,Low
7426,Campaign_A,53,Middle-Aged,2n Cycle,Partner,54690.0,198,0,76,3,1,5,3,3,1,1,Not Converted,Low,Medium
9153,Campaign_A,60,Senior,PhD,Partner,59304.0,1048,0,81,7,8,10,5,3,0,1,Not Converted,High,Medium
10379,Campaign_B,62,Senior,Master,Single,59247.0,574,0,87,5,2,9,6,5,0,2,Not Converted,Medium,Medium
9204,Campaign_B,54,Middle-Aged,Graduation,Single,66731.0,1029,0,33,4,3,6,3,4,0,1,Not Converted,High,High
3197,Campaign_B,44,Middle-Aged,Graduation,Partner,77353.0,670,0,38,6,4,8,4,2,0,1,Not Converted,Medium,High
2920,Campaign_B,49,Middle-Aged,PhD,Single,52614.0,990,0,63,2,4,8,8,2,0,1,Not Converted,Medium,Medium
6961,Campaign_A,50,Middle-Aged,Graduation,Partner,26751.0,11,0,26,1,0,2,8,1,2,0,Not Converted,Very Low,Low
4673,Campaign_B,61,Senior,PhD,Partner,81300.0,1241,1,17,10,3,5,5,3,0,1,Converted,High,High
9937,Campaign_B,45,Middle-Aged,Graduation,Single,70337.0,576,0,75,2,2,12,1,1,0,0,Not Converted,Medium,High
8779,Campaign_B,39,Middle-Aged,2n Cycle,Partner,36145.0,172,1,13,4,1,3,9,4,1,0,Converted,Low,Medium
9596,Campaign_B,44,Middle-Aged,PhD,Single,65295.0,664,0,19,3,3,13,2,1,0,0,Not Converted,Medium,High
2891,Campaign_B,61,Senior,Graduation,Single,68118.0,928,0,51,8,9,4,6,2,0,1,Not Converted,Medium,High
4910,Campaign_A,57,Senior,Graduation,Single,68743.0,2074,0,81,11,5,13,7,1,0,0,Not Converted,High,High
75,Campaign_A,42,Middle-Aged,2n Cycle,Partner,41039.0,467,0,32,8,1,5,8,1,0,0,Not Converted,Low,Medium
10120,Campaign_B,69,Senior,Graduation,Partner,38946.0,257,0,84,3,1,6,5,2,0,1,Not Converted,Low,Medium
6327,Campaign_A,57,Senior,Graduation,Partner,65777.0,1146,0,87,2,8,6,1,1,0,0,Not Converted,High,High
10142,Campaign_B,48,Middle-Aged,PhD,Single,66476.0,689,0,99,5,2,11,4,2,0,1,Not Converted,Medium,High
9826,Campaign_B,52,Middle-Aged,PhD,Single,86857.0,2114,1,96,5,6,10,2,1,0,0,Converted,High,High
1501,Campaign_A,42,Middle-Aged,PhD,Partner,160803.0,1717,0,21,0,28,1,0,15,0,0,Not Converted,High,
10767,Campaign_A,35,Young,PhD,Partner,77845.0,1346,0,40,3,5,12,1,1,0,0,Not Converted,High,High
7279,Campaign_B,55,Middle-Aged,PhD,Partner,69476.0,1044,0,3,4,6,4,2,1,0,0,Not Converted,High,High
7230,Campaign_B,64,Senior,PhD,Single,50611.0,493,1,98,4,5,7,6,6,0,1,Converted,Low,Medium
143,Campaign_B,54,Middle-Aged,Graduation,Single,61209.0,957,0,73,5,3,4,2,1,0,0,Not Converted,Medium,High
450,Campaign_A,66,Senior,Master,Partner,42315.0,270,0,90,1,4,4,3,3,0,1,Not Converted,Low,Medium
9316,Campaign_B,72,Senior,Basic,Partner,13084.0,29,0,29,1,0,3,6,1,0,0,Not Converted,Very Low,Low
6379,Campaign_B,75,Senior,Master,Single,47570.0,121,1,3,2,2,2,7,3,1,1,Converted,Low,Medium
9239,Campaign_B,63,Senior,Master,Partner,61923.0,126,0,94,2,1,4,3,1,0,2,Not Converted,Low,High
8315,Campaign_A,29,Young,Graduation,Single,34824.0,23,0,65,1,0,2,6,1,0,0,Not Converted,Very Low,Medium
2868,Campaign_B,75,Senior,PhD,Single,26518.0,57,1,33,2,0,3,8,3,1,1,Converted,Very Low,Low
10888,Campaign_B,63,Senior,Graduation,Single,45938.0,636,0,46,8,4,6,6,2,0,0,Not Converted,Medium,Medium
1277,Campaign_A,64,Senior,Graduation,Partner,78468.0,1004,0,29,10,7,10,4,1,0,0,Not Converted,High,High
9977,Campaign_B,51,Middle-Aged,Graduation,Single,78901.0,734,0,99,9,3,5,4,3,0,1,Not Converted,Medium,High
10196,Campaign_B,46,Middle-Aged,Graduation,Partner,71427.0,614,0,26,8,2,8,4,2,2,0,Not Converted,Medium,High
6384,Campaign_A,46,Middle-Aged,Graduation,Single,71022.0,1453,0,30,5,2,11,8,3,0,1,Not Converted,High,High
8029,Campaign_B,36,Middle-Aged,Master,Single,90247.0,1621,1,27,3,4,7,1,1,0,0,Converted,High,Very High
968,Campaign_A,56,Senior,Master,Single,41335.0,187,0,24,4,1,4,7,3,1,0,Not Converted,Low,Medium
6988,Campaign_A,38,Middle-Aged,Graduation,Partner,71952.0,1443,0,93,8,4,8,4,2,1,0,Not Converted,High,High
4472,Campaign_B,54,Middle-Aged,PhD,Single,35682.0,57,0,34,1,1,3,2,1,1,0,Not Converted,Very Low,Medium
6991,Campaign_B,73,Senior,Graduation,Single,43185.0,637,0,88,9,3,6,8,2,0,1,Not Converted,Medium,Medium
3336,Campaign_B,76,Senior,PhD,Partner,66375.0,948,0,96,2,4,5,7,3,0,1,Not Converted,Medium,High
4301,Campaign_B,53,Middle-Aged,Master,Partner,35178.0,59,1,10,1,1,2,7,1,1,0,Converted,Very Low,Medium
1940,Campaign_A,38,Middle-Aged,Graduation,Partner,25252.0,18,0,26,1,0,2,8,1,1,0,Not Converted,Very Low,Low
1272,Campaign_B,59,Senior,Master,Single,55250.0,903,0,49,7,5,10,5,4,0,1,Not Converted,Medium,Medium
1388,Campaign_A,49,Middle-Aged,Graduation,Single,33249.0,112,0,11,2,1,3,6,2,1,0,Not Converted,Low,Medium
1044,Campaign_B,71,Senior,Graduation,Partner,58398.0,596,0,44,5,4,8,4,3,0,0,Not Converted,Medium,Medium
6969,Campaign_B,42,Middle-Aged,Graduation,Partner,50272.0,233,0,75,4,1,5,7,3,1,0,Not Converted,Low,Medium
10479,Campaign_B,49,Middle-Aged,PhD,Partner,76618.0,1511,0,64,3,2,5,1,1,0,0,Not Converted,High,High
3619,Campaign_A,64,Senior,2n Cycle,Single,87305.0,1152,1,19,5,3,8,2,1,0,0,Converted,High,High
1715,Campaign_B,46,Middle-Aged,Graduation,Partner,25851.0,48,0,45,2,0,3,7,2,1,0,Not Converted,Very Low,Low
10159,Campaign_B,54,Middle-Aged,Graduation,Single,58710.0,1185,0,77,11,5,9,6,6,0,1,Not Converted,High,Medium
1463,Campaign_B,66,Senior,Graduation,Single,45160.0,21,0,9,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
5114,Campaign_B,59,Senior,Master,Partner,74806.0,965,0,1,5,4,5,4,2,0,1,Not Converted,Medium,High
4990,Campaign_A,70,Senior,Graduation,Partner,59111.0,869,0,90,11,1,8,7,1,0,0,Not Converted,Medium,Medium
4329,Campaign_B,40,Middle-Aged,PhD,Partner,18988.0,16,0,43,1,0,3,7,2,1,0,Not Converted,Very Low,Low
10936,Campaign_A,59,Senior,Graduation,Partner,72190.0,1947,0,79,5,6,4,3,1,0,0,Not Converted,High,High
4692,Campaign_A,48,Middle-Aged,Graduation,Partner,7500.0,71,1,19,4,1,2,9,5,1,0,Converted,Very Low,Low
7212,Campaign_A,58,Senior,Graduation,Partner,44794.0,65,0,99,2,0,3,6,1,0,1,Not Converted,Very Low,Medium
6086,Campaign_A,69,Senior,Graduation,Partner,80395.0,1380,0,62,6,5,12,2,1,0,0,Not Converted,High,High
437,Campaign_A,48,Middle-Aged,Master,Single,75012.0,1027,0,41,3,8,11,1,1,0,0,Not Converted,High,High
11171,Campaign_A,59,Senior,Master,Partner,56962.0,411,0,60,6,3,5,7,7,2,1,Not Converted,Low,Medium
11101,Campaign_B,33,Young,Graduation,Partner,89891.0,836,0,17,11,6,8,4,1,0,0,Not Converted,Medium,High
5329,Campaign_A,75,Senior,PhD,Single,35946.0,11,0,24,0,0,3,5,1,1,1,Not Converted,Very Low,Medium
610,Campaign_A,71,Senior,PhD,Partner,53593.0,480,0,60,7,2,6,8,8,1,1,Not Converted,Low,Medium
9384,Campaign_A,46,Middle-Aged,Graduation,Partner,66373.0,606,0,57,4,2,10,3,7,1,1,Not Converted,Medium,High
5956,Campaign_B,76,Senior,PhD,Single,45072.0,284,0,74,6,1,4,8,5,1,2,Not Converted,Low,Medium
10430,Campaign_B,51,Middle-Aged,Graduation,Single,89694.0,1472,0,22,4,3,4,5,3,1,1,Not Converted,High,High
7875,Campaign_A,75,Senior,Graduation,Partner,72025.0,1677,1,46,4,8,13,2,1,0,0,Converted,High,High
7072,Campaign_B,51,Middle-Aged,Graduation,Partner,67432.0,1335,0,69,8,5,4,4,2,0,1,Not Converted,High,High
6255,Campaign_A,72,Senior,Master,Partner,70545.0,334,0,29,4,1,7,2,1,0,1,Not Converted,Low,High
6516,Campaign_A,35,Young,Basic,Partner,17487.0,18,0,37,1,0,2,7,1,1,0,Not Converted,Very Low,Low
5564,Campaign_B,55,Middle-Aged,Graduation,Partner,62882.0,1338,0,26,7,5,6,4,2,0,1,Not Converted,High,High
5682,Campaign_A,71,Senior,PhD,Single,64108.0,1099,0,8,6,9,11,5,4,0,1,Not Converted,High,High
7458,Campaign_B,68,Senior,Master,Partner,34941.0,97,0,26,3,0,3,8,2,1,1,Not Converted,Very Low,Medium
5237,Campaign_B,74,Senior,PhD,Single,48767.0,63,0,79,2,1,3,5,3,1,2,Not Converted,Very Low,Medium
7761,Campaign_A,46,Middle-Aged,2n Cycle,Partner,38702.0,109,0,71,3,0,4,6,2,1,0,Not Converted,Low,Medium
5278,Campaign_A,60,Senior,Graduation,Partner,82224.0,902,0,83,6,9,5,3,1,0,0,Not Converted,Medium,High
3560,Campaign_B,72,Senior,Graduation,Partner,83844.0,1574,0,57,4,4,11,1,1,0,0,Not Converted,High,High
7235,Campaign_A,49,Middle-Aged,2n Cycle,Partner,17003.0,38,0,37,2,0,4,5,3,1,0,Not Converted,Very Low,Low
10548,Campaign_A,29,Young,Graduation,Single,71163.0,960,0,30,3,8,12,1,1,0,0,Not Converted,Medium,High
2281,Campaign_A,54,Middle-Aged,Graduation,Single,33697.0,28,0,34,1,0,2,7,1,1,0,Not Converted,Very Low,Medium
4073,Campaign_B,70,Senior,2n Cycle,Partner,63564.0,1215,1,0,10,10,7,6,1,0,0,Converted,High,High
6974,Campaign_B,52,Middle-Aged,PhD,Partner,83443.0,1497,0,89,6,10,5,2,1,0,0,Not Converted,High,High
7938,Campaign_A,66,Senior,PhD,Partner,51518.0,449,0,92,3,2,10,3,2,0,1,Not Converted,Low,Medium
7094,Campaign_B,49,Middle-Aged,Graduation,Single,58330.0,1064,0,87,6,4,13,4,1,0,1,Not Converted,High,Medium
3667,Campaign_B,55,Middle-Aged,Graduation,Partner,80952.0,1757,1,20,8,5,11,8,1,0,0,Converted,High,High
7723,Campaign_B,45,Middle-Aged,Graduation,Partner,75507.0,1440,0,56,8,6,6,3,1,0,0,Not Converted,High,High
3870,Campaign_B,46,Middle-Aged,2n Cycle,Partner,63855.0,1006,0,28,7,3,13,4,1,0,0,Not Converted,High,High
4012,Campaign_B,52,Middle-Aged,PhD,Partner,62220.0,1226,1,55,7,6,5,6,5,0,1,Converted,High,High
5909,Campaign_A,60,Senior,Graduation,Partner,58512.0,1171,0,25,3,4,8,8,5,0,1,Not Converted,High,Medium
10470,Campaign_A,45,Middle-Aged,Master,Partner,40662.0,92,0,0,2,1,3,4,2,1,0,Not Converted,Very Low,Medium
6488,Campaign_A,65,Senior,PhD,Partner,38829.0,99,0,86,3,2,2,5,1,0,1,Not Converted,Very Low,Medium
10270,Campaign_B,43,Middle-Aged,2n Cycle,Partner,35523.0,66,0,8,3,0,3,7,2,1,0,Not Converted,Very Low,Medium
6887,Campaign_B,57,Senior,Graduation,Single,79146.0,564,0,33,8,1,8,6,2,1,1,Not Converted,Medium,High
6406,Campaign_A,36,Middle-Aged,Master,Partner,78285.0,1427,0,13,6,4,10,3,1,0,0,Not Converted,High,High
7573,Campaign_B,46,Middle-Aged,PhD,Single,31626.0,86,1,12,2,1,2,7,1,1,0,Converted,Very Low,Medium
4508,Campaign_A,72,Senior,Graduation,Single,75127.0,833,0,92,2,11,5,1,1,0,0,Not Converted,Medium,High
221,Campaign_A,69,Senior,Graduation,Partner,48726.0,242,0,90,3,2,4,6,3,0,1,Not Converted,Low,Medium
5331,Campaign_A,47,Middle-Aged,Graduation,Partner,74985.0,1869,0,8,3,6,7,2,1,0,0,Not Converted,High,High
1911,Campaign_B,37,Middle-Aged,Graduation,Partner,67430.0,1364,0,6,11,5,12,6,1,0,0,Not Converted,High,High
20,Campaign_B,59,Senior,2n Cycle,Partner,46891.0,183,0,91,2,1,4,4,1,0,1,Not Converted,Low,Medium
8786,Campaign_A,68,Senior,Master,Partner,62058.0,450,0,52,6,1,7,6,4,0,1,Not Converted,Low,High
10582,Campaign_A,45,Middle-Aged,Graduation,Partner,72063.0,758,0,3,5,2,12,2,2,0,1,Not Converted,Medium,High
1915,Campaign_A,73,Senior,PhD,Partner,78939.0,1507,0,57,8,5,6,3,1,0,0,Not Converted,High,High
8897,Campaign_A,59,Senior,Graduation,Single,42720.0,654,1,9,7,3,7,8,8,1,1,Converted,Medium,Medium
2371,Campaign_B,52,Middle-Aged,Graduation,Partner,33622.0,81,0,22,2,0,4,7,3,1,1,Not Converted,Very Low,Medium
4303,Campaign_B,67,Senior,PhD,Partner,6835.0,137,0,76,0,0,1,20,0,0,1,Not Converted,Low,Low
6825,Campaign_A,71,Senior,Graduation,Partner,41452.0,16,0,86,1,0,2,7,1,1,1,Not Converted,Very Low,Medium
1072,Campaign_A,59,Senior,PhD,Single,40760.0,93,0,64,2,1,3,6,2,0,1,Not Converted,Very Low,Medium
